261.189,-242.57,1227.14,261.189,-242.57,1227.14,0,0,0,0,-400
199.894,-187.994,1249.46,215.218,-201.638,1243.88,0,0,0,0,-400
193.681,-171.414,1269.24,199.848,-181.815,1259.21,0,0,0,0,-400
209.461,-164.746,1282.08,200.602,-170.814,1271.2,0,0,0,0,-400
223.972,-165.123,1292.03,206.543,-165.426,1280.98,0,0,0,0,-400
237.334,-168.893,1296.61,214.41,-163.577,1288.11,0,0,0,0,-400
248.902,-175.83,1298.72,222.764,-164.394,1293.21,0,0,0,0,-400
256.583,-179.069,1297.48,230.454,-165.867,1296.36,0,0,0,0,-400
260.907,-183.362,1295.3,237.001,-167.95,1298.09,0,0,0,0,-400
270.764,-179.189,1294.76,243.827,-168.811,1299.2,0,0,0,0,-400
269.802,-179.846,1298.05,248.96,-169.651,1300.57,0,0,0,0,-400
271.017,-178.09,1298.11,253.219,-170.083,1301.6,0,0,0,0,-400
274.424,-178.7,1297.59,257.156,-170.558,1302.31,0,0,0,0,-400
275.02,-179.951,1296.53,260.459,-171.15,1302.7,0,0,0,0,-400
276.998,-185.841,1294.66,263.45,-172.427,1302.76,0,0,0,0,-400
274.019,-192.514,1295.13,265.939,-170.055,1307.6,0,0,0,0,-400
272.052,-193.956,1295.54,273.974,-173.307,1310.07,0,0,0,0,-400
270.73,-192.474,1296.27,281.5,-177.503,1310.57,0,0,0,0,-400
267.851,-193.187,1298.49,286.132,-181.958,1310.13,0,0,0,0,-400
111.002,-331.446,1424.22,268.523,-203.704,1325.01,26.4641,18.3076,23.5654,68.337,-400
30.6781,-439.2,1494.91,239.561,-237.919,1348.19,26.203,17.4931,21.7222,65.4184,-400
-8.38649,-494.11,1522.13,205.257,-277.044,1374,26.8227,27.5433,24.0255,78.3915,-400
-29.5871,-523.833,1535.71,168.638,-318.139,1400.92,30.0056,40.6173,29.9182,100.541,-50
-43.4991,-537.224,1541.83,131.178,-358.886,1428,37.585,54.8302,37.8957,130.311,-50
-52.3997,-544.246,1544.16,92.9089,-399.483,1454.46,48.8144,69.7114,46.9644,165.49,-50
-58.2773,-549.941,1544.06,55.6455,-439.095,1479.48,62.1581,84.9148,56.4597,203.533,-50
-62.0402,-552.871,1541.89,19.3748,-477.647,1503.21,76.553,100.194,66.01,242.757,-50
-64.7256,-553.747,1542.74,-16.0345,-514.554,1526.1,91.3489,115.236,75.3892,281.974,-50
-66.4357,-553.683,1541.81,-50.0881,-549.618,1547.98,106.066,129.762,84.3885,320.216,-50
-67.2388,-551.843,1540.38,-82.8476,-582.047,1568.87,120.326,143.381,92.8413,356.548,-50
-68.469,-551.231,1538.58,-113.795,-611.687,1588.68,133.813,155.775,100.614,390.202,-50
-68.0184,-548.732,1536.23,-142.587,-639.252,1607.25,146.223,166.7,107.538,420.461,-50
-69.8065,-550.029,1533.56,-169.586,-665.691,1624.44,157.297,176.011,113.429,446.736,-50
-72.5024,-551.653,1530.34,-194.789,-690.785,1639.94,166.801,183.515,118.072,468.388,-50
-78.6399,-550.584,1526.64,-199.555,-697.068,1638.32,173.014,187.697,120.082,480.792,-50
-83.8331,-548.72,1520.72,-194.714,-689.449,1627.25,175.504,187.489,119.384,482.377,-50
-87.1592,-546.96,1514.28,-185.901,-675.454,1612.72,173.845,183.096,115.936,472.877,-50
-89.3806,-547.315,1505.77,-175.564,-658.972,1596.44,167.9,174.596,109.674,452.17,-50
-90.7323,-549.483,1499.08,-164.695,-642.511,1579.73,157.523,161.909,100.451,419.883,-50
-91.4293,-552.005,1495.09,-153.995,-627.038,1563.51,144.473,146.586,89.762,380.82,-50
-90.2386,-553.29,1493.28,-143.668,-612.607,1548.38,129.933,130.103,78.8132,338.849,-50
-80.7356,-555.328,1487.58,-132.97,-599.712,1534.1,114.676,113.401,68.4364,296.514,-50
-74.9162,-556.568,1485.13,-122.6,-588.519,1520.73,99.3028,97.2382,59.4771,256.018,-50
-71.0505,-554.045,1486.49,-112.984,-578.659,1509,84.3581,82.2076,52.7655,219.331,-50
-66.7202,-553.669,1484.41,-104.215,-570.612,1498.52,70.5238,69.0593,48.9468,188.53,-50
-69.1058,-551.413,1481.37,-97.1199,-563.939,1489.22,58.3944,58.5786,48.1277,165.101,-50
-71.8669,-550.518,1469.39,-91.9473,-559.049,1480,48.6827,51.5193,49.8808,150.083,-50
-70.274,-549.314,1447.03,-87.8353,-555.418,1469.59,42.1755,48.1619,53.4785,143.816,-50
-71.4125,-542.895,1419.71,-85.0331,-552.347,1457.49,39.1957,47.9718,58.1195,145.287,-400
-73.8839,-530.26,1387.92,-82.6061,-548.798,1442.72,39.2127,49.7341,63.1903,152.137,-50
-74.9306,-510.728,1352.72,-80.1748,-543.548,1424.9,40.8908,52.211,68.2393,161.341,-50
-78.761,-483.952,1321.15,-78.1981,-535.478,1404.56,42.748,54.4499,72.8702,170.068,-50
-81.5347,-453.138,1294,-76.5957,-523.776,1382.54,43.5552,55.6743,76.6783,175.908,-50
-85.0171,-425.008,1240.9,-75.5127,-508.641,1355.29,42.1815,55.0856,79.6378,176.905,-50
-88.9608,-395.465,1200.96,-75.047,-489.961,1324.33,39.4167,53.7319,83.0299,176.179,-50
-87.4958,-354.574,1175.03,-74.699,-466.555,1291.35,35.972,53.2422,87.6263,176.84,-400
-86.9463,-322.043,1153.97,-75.6003,-439.589,1257.56,32.1782,54.6978,93.5531,180.429,-50
-84.1678,-291.355,1138.64,-76.9112,-409.556,1223.34,28.2344,58.613,100.713,187.561,-50
-81.0479,-261.417,1126.68,-78.2977,-377.17,1188.7,24.28,64.9156,108.894,198.09,-50
-73.7308,-231.369,1117.37,-79.2524,-342.269,1154.47,20.4005,73.3159,117.751,211.467,-50
-64.9372,-207.106,1145.45,-78.7379,-305.964,1125.63,16.677,83.3672,126.453,226.497,-50
-57.3356,-189.667,1158.17,-76.9234,-269.065,1101.17,13.3065,94.5762,134.457,242.34,-50
-51.675,-179.782,1144.98,-74.6513,-232.648,1078.9,10.4139,106.432,141.533,258.379,-50
-43.9927,-169.984,1138.67,-71.3202,-197.399,1060.18,8.15271,118.483,147.306,273.942,-50
-37.4124,-163.199,1134.3,-66.9231,-164.47,1045.63,6.78803,130.223,151.419,288.43,-50
-29.034,-156.378,1131.19,-61.4337,-134.643,1035.59,6.51997,141.179,153.521,301.22,-50
-17.6552,-133.317,1143.43,-54.1506,-106.589,1031.33,7.43824,151.039,153.275,311.753,-50
-9.07062,-126.112,1159.02,-45.6404,-82.7185,1032.42,9.37165,159.311,150.516,319.199,-50
-4.76799,-124.569,1168.28,-36.4234,-63.1746,1041,11.9769,165.57,145.056,322.603,-50
-2.50084,-125.17,1175.09,-26.7516,-48.1555,1054.63,15.0518,169.472,137.036,321.559,-50
-1.44735,-125.872,1178.85,-17.5048,-38.8154,1070.78,18.3802,170.698,126.834,315.913,-50
-3.12802,-129.647,1182.07,-8.95562,-34.1344,1088.56,21.7803,169.148,114.873,305.801,-50
-1.18437,-129.731,1184.96,-0.927641,-33.0959,1107.03,25.1521,164.898,101.571,291.621,-50
-0.308708,-129.579,1188.27,6.39783,-35.3142,1125.66,28.3919,158.071,87.8978,274.361,-50
-1.55672,-137.403,1197.49,12.2294,-41.5674,1144.77,31.3289,148.806,74.9857,255.12,-50
-1.25259,-142.126,1203.24,16.6644,-50.4438,1159.16,33.855,137.505,63.9871,235.347,-50
-1.05543,-144.964,1204.5,19.9267,-60.6187,1170.42,35.8464,124.602,56.0103,216.459,-50
-1.13909,-145.752,1202.95,22.2811,-70.7256,1181.64,37.2289,110.596,52.0925,199.918,-50
-1.08371,-145.8,1200.74,23.5498,-80.5955,1191.88,37.92,95.9741,52.368,186.262,-50
-0.839679,-145.77,1200.54,23.9732,-89.812,1201.26,37.8801,81.348,55.6872,174.915,-50
