-370.785	-370.785	-370.785	-370.785	0
-344.447	-357.616	6.5845	377.37	0
-330.134	-348.455	5.24839	-1.33611	0
-207.359	-313.181	19.2013	13.9529	0
-236.933	-297.932	19.8948	0.69355	0
-210.599	-283.376	21.6931	1.79826	0
-257.053	-279.616	11.1885	-10.5045	0
-240.412	-274.715	7.73878	-3.44973	0
-174.485	-263.579	6.5992	-1.13958	0
-155.773	-252.798	8.93924	2.34003	0
-88.002	-237.817	12.2996	3.36033	0
-88.425	-225.367	12.7371	0.437534	0
-85.394	-214.6	12.7326	-0.00446083	0
-83.566	-205.241	10.8587	-1.87396	0
-82.161	-197.035	9.44402	-1.41467	0
-69.177	-189.044	8.51867	-0.925345	0
-56.076	-181.222	8.00603	-0.512642	0
-51.878	-174.037	7.6662	-0.339833	0
-47.44	-167.374	7.22348	-0.442719	0
116.819	-153.164	9.3528	2.12933	0
149.034	-127.173	15.6212	6.26838	0
233.955	-98.2529	23.0402	7.41904	0
217.123	-70.8901	27.4246	4.38441	0
252.665	-47.8889	26.4281	-0.996583	0
57.809	-33.1518	21.7004	-4.72767	0
-53.92	-25.3179	15.1907	-6.50963	0
-74.759	-16.2032	10.5619	-4.62883	0
-86.337	-8.4994	8.21747	-2.34445	0
-108.961	-5.2232	6.69822	-1.51925	0
-131.735	-4.0213	4.06062	-2.6376	0
-117.743	-5.50835	0.997017	-3.0636	0
-119.058	-7.04	-0.6056	-1.60262	0
-129.248	-9.2327	-1.73713	-1.13153	0
-170.166	-13.5627	-2.68478	-0.94765	0
-169.378	-17.9235	-3.62785	-0.943067	0
-191.384	-24.0339	-4.93373	-1.30588	0
-188.228	-30.6415	-5.69293	-0.7592	0
-253.112	-40.7032	-7.59322	-1.90028	0
-189.569	-47.8096	-7.92525	-0.332033	0
-202.988	-63.8	-11.0528	-3.12758	0
-201.91	-81.3472	-13.548	-2.49517	0
-202.768	-103.183	-18.4579	-4.9099	0
-191.587	-123.619	-19.9396	-1.48172	0
-201.287	-146.316	-21.6564	-1.7168	0
-203.793	-159.397	-18.7377	2.91868	0
-205.013	-166.951	-14.4441	4.29362	0
-192.125	-172.82	-8.83435	5.60977	0
-193.502	-178.178	-6.2604	2.57395	0
-207.178	-183.089	-5.37913	0.881267	0
-194.82	-186.243	-4.47445	0.904683	107.304
-251.677	-192.94	-4.9206	-0.44615	102.56
-196.827	-196.828	-4.5798	0.3408	98.1152
-253.577	-203.044	-5.60053	-1.02073	93.8652
-254.977	-207.285	-4.78182	0.818717	90.9482
-256.924	-211.662	-4.94477	-0.16295	88.5692
-286.926	-216.439	-4.46498	0.479783	86.7303
-300.591	-222.058	-4.92418	-0.4592	85.0878
-189.565	-218.88	-2.40597	2.51822	83.5024
-295.9	-224.197	-2.58578	-0.179817	82.3846
-190.502	-223.572	-0.504967	2.08082	81.5811
-292.028	-228.078	-3.06605	-2.56108	81.3232
-208.654	-228.373	-1.39197	1.67408	81.3985
-183.56	-227.971	-1.46628	-0.0743167	81.7136
-195.592	-227.687	0.1306	1.59688	82.2115
-186.338	-226.814	0.519617	0.389017	82.8311
-183.658	-225.746	0.74175	0.222133	83.5428
-200.963	-226.188	0.499533	-0.242217	84.3585
-266.61	-229.843	-1.00985	-1.50938	85.3238
-196.22	-229.295	-1.18313	-0.173283	86.3136
-184.078	-228.758	-0.8568	0.326333	87.3556
